	volume
2017-02-15	0.0
2017-02-16	0.0
2017-02-17	0.0
2017-02-20	0.0
2017-02-21	0.0
2017-02-22	0.0
2017-02-23	0.0
2017-02-24	0.0
2017-02-27	0.0
2017-02-28	0.0
2017-03-01	0.0
2017-03-02	0.0
2017-03-03	0.0
2017-03-06	0.0
2017-03-07	0.0
2017-03-08	0.0
2017-03-09	0.0
2017-03-10	0.0
2017-03-13	0.0
2017-03-14	0.0
2017-03-15	0.0
2017-03-16	0.0
2017-03-17	0.0
2017-03-20	0.0
2017-03-21	0.0
2017-03-22	0.0
2017-03-23	0.0
2017-03-24	0.0
2017-03-27	0.0
2017-03-28	0.0
2017-03-29	0.0
2017-03-30	0.0
2017-03-31	0.0
2017-04-03	0.0
2017-04-04	0.0
2017-04-05	0.0
2017-04-07	0.0
2017-04-10	0.0
2017-04-11	0.0
2017-04-12	0.0
2017-04-13	0.0
2017-04-14	0.0
2017-04-17	0.0
2017-04-18	0.0
2017-04-19	0.0
2017-04-20	0.0
2017-04-21	0.0
2017-04-24	0.0
2017-04-25	0.0
2017-04-26	0.0
2017-04-27	0.0
2017-04-28	0.0
2017-05-03	0.0
2017-05-04	0.0
2017-05-05	0.0
2017-05-08	0.0
2017-05-09	0.0
2017-05-10	0.0
2017-05-11	0.0
2017-05-12	0.0
2017-05-15	0.0
2017-05-16	0.0
2017-05-17	0.0
2017-05-18	0.0
2017-05-19	0.0
2017-05-22	0.0
2017-05-23	0.0
2017-05-24	0.0
2017-05-25	0.0
2017-05-26	0.0
2017-05-29	0.0
2017-05-30	0.0
2017-05-31	0.0
2017-06-01	0.0
2017-06-02	0.0
2017-06-05	0.0
2017-06-06	0.0
2017-06-07	0.0
2017-06-08	0.0
2017-06-09	0.0
2017-06-12	0.0
2017-06-13	0.0
2017-06-14	0.0
2017-06-15	0.0
2017-06-16	0.0
2017-06-19	0.0
2017-06-20	0.0
2017-06-21	0.0
2017-06-22	0.0
2017-06-23	0.0
2017-06-26	0.0
2017-06-27	0.0
2017-06-28	0.0
2017-06-29	0.0
2017-06-30	0.0
2017-07-03	0.0
2017-07-04	0.0
2017-07-05	0.0
2017-07-06	0.0
2017-07-07	0.0
2017-07-10	0.0
2017-07-11	0.0
2017-07-12	0.0
2017-07-13	0.0
2017-07-14	0.0
2017-07-17	0.0
2017-07-18	0.0
2017-07-19	0.0
2017-07-20	0.0
2017-07-21	0.0
2017-07-24	0.0
2017-07-25	0.0
2017-07-26	0.0
2017-07-27	0.0
2017-07-28	0.0
2017-07-31	0.0
2017-08-01	0.0
2017-08-02	0.0
2017-08-03	0.0
2017-08-04	0.0
2017-08-07	0.0
2017-08-08	0.0
2017-08-09	0.0
2017-08-10	0.0
2017-08-11	0.0
2017-08-14	0.0
2017-08-15	0.0
2017-08-16	0.0
2017-08-17	0.0
2017-08-18	0.0
2017-08-21	0.0
2017-08-22	0.0
2017-08-23	0.0
2017-08-24	0.0
2017-08-25	0.0
2017-08-28	0.0
2017-08-29	0.0
2017-08-30	0.0
2017-08-31	0.0
2017-09-01	0.0
2017-09-05	0.0
2017-09-06	0.0
2017-09-07	0.0
2017-09-08	0.0
2017-09-11	0.0
2017-09-12	0.0
2017-09-13	0.0
2017-09-14	0.0
2017-09-15	0.0
2017-09-18	0.0
2017-09-19	0.0
2017-09-20	0.0
2017-09-21	0.0
2017-09-22	0.0
2017-09-25	0.0
2017-09-26	0.0
2017-09-27	0.0
2017-09-28	0.0
2017-09-29	0.0
2017-10-02	0.0
2017-10-03	0.0
2017-10-04	0.0
2017-10-05	0.0
2017-10-06	0.0
2017-10-09	0.0
2017-10-10	0.0
2017-10-11	0.0
2017-10-12	0.0
2017-10-13	0.0
2017-10-16	0.0
2017-10-17	0.0
2017-10-18	0.0
2017-10-19	0.0
2017-10-20	0.0
2017-10-23	0.0
2017-10-24	0.0
2017-10-25	0.0
2017-10-26	0.0
2017-10-27	0.0
2017-10-30	0.0
2017-10-31	0.0
2017-11-01	0.0
2017-11-02	0.0
2017-11-03	0.0
2017-11-06	0.0
2017-11-07	0.0
2017-11-08	0.0
2017-11-09	0.0
2017-11-10	0.0
2017-11-13	0.0
2017-11-14	0.0
2017-11-15	0.0
2017-11-16	0.0
2017-11-17	0.0
2017-11-20	0.0
2017-11-21	0.0
2017-11-22	0.0
2017-11-23	0.0
2017-11-24	0.0
2017-11-27	0.0
2017-11-28	0.0
2017-11-29	0.0
2017-11-30	0.0
2017-12-01	0.0
2017-12-04	0.0
2017-12-05	0.0
2017-12-06	0.0
2017-12-07	0.0
2017-12-08	0.0
2017-12-11	0.0
2017-12-12	0.0
2017-12-13	0.0
2017-12-14	0.0
2017-12-15	0.0
2017-12-18	0.0
2017-12-19	0.0
2017-12-20	0.0
2017-12-21	0.0
2017-12-22	0.0
2017-12-25	0.0
2017-12-26	0.0
2017-12-27	0.0
2017-12-28	0.0
2017-12-29	0.0
2018-01-02	0.0
2018-01-03	0.0
2018-01-04	0.0
2018-01-05	0.0
2018-01-08	0.0
2018-01-09	0.0
2018-01-10	0.0
2018-01-11	0.0
2018-01-12	0.0
2018-01-15	0.0
2018-01-16	0.0
2018-01-17	0.0
2018-01-18	0.0
2018-01-19	0.0
2018-01-22	0.0
2018-01-23	0.0
2018-01-24	0.0
2018-01-25	0.0
2018-01-26	0.0
2018-01-29	0.0
2018-01-30	0.0
2018-01-31	0.0
2018-02-01	0.0
2018-02-02	0.0
2018-02-05	0.0
2018-02-06	0.0
2018-02-07	0.0
2018-02-08	0.0
2018-02-09	0.0
2018-02-12	0.0
2018-02-13	0.0
2018-02-21	0.0
2018-02-22	0.0
2018-02-23	0.0
2018-02-26	0.0
2018-02-27	0.0
2018-02-28	0.0
2018-03-01	0.0
2018-03-02	0.0
2018-03-05	0.0
2018-03-06	0.0
2018-03-07	0.0
2018-03-08	0.0
2018-03-09	0.0
2018-03-12	0.0
2018-03-13	0.0
2018-03-14	0.0
2018-03-15	0.0
2018-03-16	0.0
2018-03-19	0.0
2018-03-20	0.0
2018-03-21	0.0
2018-03-22	0.0
2018-03-23	0.0
2018-03-26	0.0
2018-03-27	0.0
2018-03-28	0.0
2018-03-29	0.0
2018-03-30	0.0
2018-04-02	0.0
2018-04-03	0.0
2018-04-04	0.0
2018-04-05	0.0
2018-04-06	0.0
2018-04-09	0.0
2018-04-10	0.0
2018-04-11	0.0
2018-04-12	0.0
2018-04-13	0.0
2018-04-16	0.0
2018-04-17	0.0
2018-04-18	0.0
2018-04-19	0.0
2018-04-20	0.0
2018-04-23	0.0
2018-04-24	0.0
2018-04-26	0.0
2018-04-27	0.0
2018-05-02	0.0
2018-05-03	0.0
2018-05-04	0.0
2018-05-07	0.0
2018-05-08	0.0
2018-05-09	0.0
2018-05-10	0.0
2018-05-11	0.0
2018-05-14	0.0
2018-05-15	0.0
2018-05-16	0.0
2018-05-17	0.0
2018-05-18	0.0
2018-05-21	0.0
2018-05-22	0.0
2018-05-23	0.0
2018-05-24	0.0
2018-05-25	0.0
2018-05-28	0.0
2018-05-29	0.0
2018-05-30	0.0
2018-05-31	0.0
2018-06-01	0.0
2018-06-04	0.0
2018-06-05	0.0
2018-06-06	0.0
2018-06-07	0.0
2018-06-08	0.0
2018-06-11	0.0
2018-06-12	0.0
2018-06-13	0.0
2018-06-14	0.0
2018-06-15	0.0
2018-06-18	0.0
2018-06-19	0.0
2018-06-20	0.0
2018-06-21	0.0
2018-06-22	0.0
2018-06-25	0.0
2018-06-26	0.0
2018-06-27	0.0
2018-06-28	0.0
2018-06-29	0.0
2018-07-02	0.0
2018-07-03	0.0
2018-07-04	0.0
2018-07-05	0.0
2018-07-06	0.0
2018-07-09	0.0
2018-07-10	0.0
2018-07-11	0.0
2018-07-12	0.0
2018-07-13	0.0
2018-07-16	0.0
2018-07-17	0.0
2018-07-18	0.0
2018-07-19	0.0
2018-07-20	0.0
2018-07-23	0.0
2018-07-24	0.0
2018-07-25	0.0
2018-07-26	0.0
2018-07-27	0.0
2018-07-30	0.0
2018-07-31	0.0
2018-08-01	0.0
2018-08-02	0.0
2018-08-03	0.0
2018-08-06	0.0
2018-08-07	0.0
2018-08-08	0.0
2018-08-09	0.0
2018-08-10	0.0
2018-08-13	125.0
2018-08-14	1735.0
2018-08-15	2498.0
2018-08-16	1311.0
2018-08-17	2788.0
2018-08-20	1833.0
2018-08-21	2964.0
2018-08-22	2375.0
2018-08-23	2006.0
2018-08-24	2190.0
2018-08-27	1746.0
2018-08-28	1950.0
2018-08-29	2126.0
2018-08-30	3070.0
2018-08-31	2490.0
2018-09-04	2284.0
2018-09-05	2672.0
2018-09-06	2173.0
2018-09-07	2719.0
2018-09-10	3340.0
2018-09-11	2393.0
2018-09-12	3117.0
2018-09-13	3642.0
2018-09-14	3822.0
2018-09-17	1805.0
2018-09-18	3120.0
2018-09-19	1712.0
2018-09-20	1320.0
2018-09-21	2964.0
2018-09-24	1974.0
2018-09-25	1843.0
2018-09-26	2828.0
2018-09-27	2414.0
2018-09-28	2517.0
2018-10-01	2467.0
2018-10-02	2067.0
2018-10-03	2614.0
2018-10-04	2749.0
2018-10-05	2339.0
2018-10-08	2304.0
2018-10-09	2134.0
2018-10-10	1826.0
2018-10-11	3319.0
2018-10-12	4166.0
2018-10-15	3429.0
2018-10-16	3952.0
2018-10-17	2772.0
2018-10-18	35.0
2018-10-19	
2018-10-22	3357.0
2018-10-23	3473.0
2018-10-24	3856.0
2018-10-25	435.0
2018-10-26	4600.0
2018-10-29	4830.0
2018-10-30	3173.0
2018-10-31	4597.0
2018-11-01	4849.0
2018-11-02	5236.0
2018-11-05	4745.0
2018-11-06	4048.0
2018-11-07	4942.0
2018-11-08	768.0
2018-11-09	4661.0
2018-11-12	3903.0
2018-11-13	3776.0
2018-11-14	3641.0
2018-11-15	997.0
2018-11-16	4031.0
2018-11-19	3705.0
2018-11-20	4426.0
2018-11-21	5310.0
2018-11-22	4800.0
2018-11-23	4650.0
2018-11-26	3703.0
2018-11-27	4612.0
2018-11-28	3681.0
2018-11-29	4437.0
2018-11-30	4310.0
2018-12-03	3973.0
2018-12-04	4511.0
2018-12-05	3903.0
2018-12-06	4562.0
2018-12-07	4673.0
2018-12-10	3954.0
2018-12-11	4492.0
2018-12-12	4606.0
2018-12-13	3835.0
2018-12-14	5421.0
2018-12-17	4719.0
2018-12-18	4932.0
2018-12-19	3329.0
2018-12-20	1679.0
2018-12-21	4237.0
2018-12-24	3286.0
2018-12-25	4564.0
2018-12-26	5259.0
2018-12-27	4919.0
2018-12-28	7035.0
2019-01-02	3813.0
2019-01-03	4160.0
2019-01-04	5022.0
2019-01-07	6049.0
2019-01-08	3396.0
2019-01-09	4799.0
2019-01-10	5207.0
2019-01-11	4988.0
2019-01-14	3934.0
2019-01-15	5081.0
2019-01-16	3259.0
2019-01-17	2109.0
2019-01-18	4946.0
2019-01-21	5200.0
2019-01-22	3718.0
2019-01-23	3878.0
2019-01-24	3983.0
2019-01-25	6856.0
2019-01-28	3459.0
2019-01-29	4016.0
2019-01-30	3952.0
2019-01-31	4349.0
2019-02-01	5381.0
2019-02-11	2680.0
2019-02-12	3134.0
2019-02-13	4037.0
2019-02-14	4554.0
2019-02-15	4468.0
2019-02-18	3512.0
2019-02-19	3753.0
2019-02-20	3686.0
2019-02-21	3149.0
2019-02-22	4702.0
2019-02-25	4528.0
2019-02-26	3864.0
2019-02-27	3818.0
2019-02-28	5228.0
2019-03-01	5352.0
2019-03-04	5864.0
2019-03-05	5026.0
2019-03-06	4763.0
2019-03-07	7302.0
2019-03-08	5607.0
2019-03-11	3839.0
2019-03-12	6144.0
2019-03-13	4798.0
2019-03-14	4095.0
2019-03-15	6287.0
2019-03-18	3927.0
2019-03-19	4083.0
2019-03-20	2776.0
2019-03-21	1877.0
2019-03-22	4994.0
2019-03-25	6544.0
2019-03-26	7234.0
2019-03-27	5228.0
2019-03-28	5488.0
2019-03-29	8006.0
2019-04-01	5367.0
2019-04-02	6305.0
2019-04-03	6253.0
2019-04-04	5225.0
2019-04-05	4600.0
2019-04-08	5884.0
2019-04-09	4456.0
2019-04-10	4517.0
2019-04-11	4689.0
2019-04-12	5508.0
2019-04-16	4054.0
2019-04-17	3774.0
2019-04-18	3342.0
2019-04-19	5068.0
2019-04-22	3622.0
2019-04-23	5253.0
2019-04-24	5023.0
2019-04-25	4432.0
2019-04-26	8559.0
2019-05-02	3459.0
2019-05-03	7345.0
2019-05-06	4040.0
2019-05-07	4634.0
2019-05-08	4457.0
2019-05-09	6013.0
2019-05-10	5005.0
2019-05-13	3066.0
2019-05-14	3298.0
2019-05-15	2671.0
2019-05-16	2982.0
2019-05-17	4554.0
2019-05-20	4027.0
2019-05-21	3835.0
2019-05-22	3901.0
2019-05-23	4497.0
2019-05-24	5618.0
2019-05-27	2697.0
2019-05-28	4002.0
2019-05-29	4931.0
2019-05-30	8716.0
2019-05-31	7257.0
2019-06-03	4973.0
2019-06-04	5007.0
2019-06-05	4941.0
2019-06-06	6951.0
2019-06-07	5677.0
2019-06-10	4487.0
2019-06-11	3998.0
2019-06-12	5786.0
2019-06-13	7416.0
2019-06-14	6635.0
2019-06-17	3264.0
2019-06-18	4532.0
2019-06-19	3705.0
2019-06-20	1733.0
2019-06-21	4312.0
2019-06-24	4687.0
2019-06-25	5162.0
2019-06-26	3471.0
2019-06-27	4661.0
2019-06-28	5608.0
2019-07-01	3371.0
2019-07-02	7132.0
2019-07-03	4632.0
2019-07-04	5018.0
2019-07-05	4587.0
2019-07-08	5741.0
2019-07-09	3930.0
2019-07-10	4455.0
2019-07-11	10822.0
2019-07-12	5590.0
2019-07-15	7373.0
2019-07-16	8428.0
2019-07-17	2622.0
2019-07-18	2228.0
2019-07-19	4562.0
2019-07-22	4107.0
2019-07-23	4978.0
2019-07-24	4084.0
2019-07-25	5619.0
2019-07-26	5209.0
2019-07-29	3635.0
2019-07-30	5223.0
2019-07-31	5402.0
2019-08-01	3731.0
2019-08-02	3974.0
2019-08-05	5064.0
2019-08-06	5311.0
2019-08-07	4396.0
2019-08-08	3994.0
2019-08-09	5188.0
2019-08-12	3498.0
2019-08-13	2958.0
2019-08-14	2842.0
2019-08-15	2536.0
2019-08-16	6019.0
2019-08-19	4206.0
2019-08-20	3835.0
2019-08-21	3817.0
2019-08-22	3538.0
2019-08-23	4775.0
2019-08-26	4057.0
2019-08-27	4826.0
2019-08-28	3222.0
2019-08-29	3587.0
2019-08-30	4752.0
2019-09-03	2905.0
2019-09-04	2635.0
2019-09-05	3072.0
2019-09-06	3722.0
2019-09-09	2454.0
2019-09-10	3082.0
2019-09-11	2386.0
2019-09-12	2409.0
2019-09-13	3576.0
2019-09-16	2515.0
2019-09-17	2241.0
2019-09-18	3216.0
2019-09-19	1399.0
2019-09-20	4535.0
2019-09-23	5257.0
2019-09-24	3989.0
2019-09-25	3447.0
2019-09-26	3760.0
2019-09-27	4399.0
2019-09-30	3373.0
2019-10-01	4166.0
2019-10-02	3513.0
2019-10-03	4879.0
2019-10-04	3485.0
2019-10-07	2653.0
2019-10-08	3046.0
2019-10-09	3257.0
2019-10-10	4324.0
2019-10-11	4574.0
2019-10-14	3378.0
2019-10-15	3137.0
2019-10-16	2324.0
2019-10-17	2727.0
2019-10-18	3349.0
2019-10-21	3198.0
2019-10-22	2188.0
2019-10-23	2381.0
2019-10-24	4008.0
2019-10-25	3311.0
2019-10-28	1984.0
2019-10-29	2601.0
2019-10-30	2728.0
2019-10-31	3226.0
2019-11-01	3354.0
2019-11-04	2394.0
2019-11-05	1718.0
2019-11-06	1801.0
2019-11-07	4377.0
2019-11-08	3997.0
2019-11-11	1704.0
2019-11-12	1824.0
2019-11-13	2672.0
2019-11-14	2165.0
2019-11-15	3114.0
2019-11-18	2480.0
2019-11-19	2337.0
2019-11-20	2342.0
2019-11-21	1988.0
2019-11-22	4572.0
2019-11-25	4475.0
2019-11-26	3336.0
2019-11-27	2490.0
2019-11-28	3809.0
2019-11-29	3318.0
2019-12-02	4239.0
2019-12-03	3155.0
2019-12-04	5265.0
2019-12-05	2511.0
2019-12-06	3277.0
2019-12-09	3002.0
2019-12-10	2979.0
2019-12-11	3985.0
2019-12-12	2558.0
2019-12-13	3626.0
2019-12-16	2920.0
2019-12-17	3642.0
2019-12-18	2898.0
2019-12-19	2062.0
2019-12-20	2947.0
2019-12-23	3663.0
2019-12-24	4072.0
2019-12-25	2225.0
2019-12-26	3653.0
2019-12-27	3971.0
2019-12-30	2495.0
2019-12-31	4049.0
2020-01-02	2599.0
2020-01-03	3808.0
2020-01-06	2865.0
2020-01-07	3007.0
2020-01-08	3679.0
2020-01-09	3143.0
2020-01-10	4058.0
2020-01-13	2488.0
2020-01-14	2517.0
2020-01-15	3100.0
2020-01-16	2173.0
2020-01-17	3582.0
2020-01-20	3048.0
2020-01-21	3083.0
2020-01-22	4650.0
2020-01-30	2830.0
2020-01-31	4379.0
2020-02-03	4454.0
2020-02-04	3404.0
2020-02-05	3171.0
2020-02-06	3833.0
2020-02-07	3324.0
2020-02-10	3508.0
2020-02-11	3908.0
2020-02-12	4299.0
2020-02-13	3754.0
2020-02-14	3990.0
2020-02-17	3399.0
2020-02-18	4973.0
2020-02-19	4980.0
2020-02-20	1587.0
2020-02-21	3382.0
2020-02-24	4868.0
2020-02-25	3586.0
2020-02-26	4306.0
2020-02-27	4470.0
2020-02-28	6070.0
2020-03-02	3049.0
2020-03-03	5299.0
2020-03-04	4977.0
2020-03-05	4196.0
2020-03-06	4866.0
2020-03-09	142.0
2020-03-10	5122.0
2020-03-11	3602.0
2020-03-12	5825.0
2020-03-13	4829.0
2020-03-16	5023.0
2020-03-17	3743.0
2020-03-18	3678.0
2020-03-19	1320.0
2020-03-20	5693.0
2020-03-23	56.0
2020-03-24	4915.0
2020-03-25	5283.0
2020-03-26	4929.0
2020-03-27	7103.0
2020-03-30	5216.0
2020-03-31	5730.0
2020-04-01	7183.0
2020-04-03	6180.0
2020-04-06	152.0
2020-04-07	4748.0
2020-04-08	4848.0
2020-04-09	5616.0
2020-04-10	5352.0
2020-04-13	4027.0
2020-04-14	4375.0
2020-04-15	3722.0
2020-04-16	2297.0
2020-04-17	5790.0
2020-04-20	5898.0
2020-04-21	5446.0
2020-04-22	5783.0
2020-04-23	7403.0
2020-04-24	6606.0
2020-04-27	5183.0
2020-04-28	5866.0
2020-04-29	6571.0
2020-05-04	5912.0
2020-05-05	5824.0
2020-05-06	6590.0
2020-05-07	6934.0
2020-05-08	4598.0
2020-05-11	3741.0
2020-05-12	5297.0
2020-05-13	4182.0
2020-05-14	3974.0
2020-05-15	4649.0
2020-05-18	4593.0
2020-05-19	3362.0
2020-05-20	3713.0
2020-05-21	3843.0
2020-05-22	4282.0
2020-05-25	3284.0
2020-05-26	5632.0
2020-05-27	3759.0
2020-05-28	5063.0
2020-05-29	5692.0
2020-06-01	4533.0
2020-06-02	7839.0
2020-06-03	4660.0
2020-06-04	3412.0
2020-06-05	5887.0
2020-06-08	4039.0
2020-06-09	4108.0
2020-06-10	4000.0
2020-06-11	5785.0
2020-06-12	4897.0
2020-06-15	4887.0
2020-06-16	4464.0
2020-06-17	3774.0
2020-06-18	1536.0
2020-06-19	4670.0
2020-06-22	5494.0
2020-06-23	4513.0
2020-06-24	4950.0
2020-06-25	4843.0
2020-06-26	4536.0
2020-06-29	4572.0
2020-06-30	5454.0
2020-07-01	4861.0
2020-07-02	4690.0
2020-07-03	4424.0
2020-07-06	4438.0
2020-07-07	4287.0
2020-07-08	5574.0
2020-07-09	6333.0
2020-07-10	4590.0
2020-07-13	373.0
2020-07-14	6302.0
2020-07-15	490.0
2020-07-16	
2020-07-17	
2020-07-20	
2020-07-21	4943.0
2020-07-22	5192.0
2020-07-23	3778.0
2020-07-24	7131.0
2020-07-27	6456.0
2020-07-28	8108.0
2020-07-29	5784.0
2020-07-30	6823.0
2020-07-31	7856.0
2020-08-03	6221.0
2020-08-04	7422.0
2020-08-05	5403.0
2020-08-06	5896.0
2020-08-07	5705.0
2020-08-10	5547.0
2020-08-11	5438.0
2020-08-12	5482.0
2020-08-13	6847.0
2020-08-14	4668.0
2020-08-17	5049.0
2020-08-18	4086.0
2020-08-19	4610.0
2020-08-20	2564.0
2020-08-21	5916.0
2020-08-24	5473.0
2020-08-25	6570.0
2020-08-26	4372.0
2020-08-27	5559.0
2020-08-28	5620.0
2020-08-31	4491.0
2020-09-01	6638.0
2020-09-03	5872.0
2020-09-04	5213.0
2020-09-07	4829.0
2020-09-08	4997.0
2020-09-09	6161.0
2020-09-10	5472.0
2020-09-11	5055.0
2020-09-14	4726.0
2020-09-15	3695.0
2020-09-16	3052.0
2020-09-17	2004.0
2020-09-18	4791.0
2020-09-21	4798.0
2020-09-22	5225.0
2020-09-23	3505.0
2020-09-24	5364.0
2020-09-25	4425.0
2020-09-28	4480.0
2020-09-29	4878.0
2020-09-30	4753.0
2020-10-01	5253.0
2020-10-02	4130.0
2020-10-05	3529.0
2020-10-06	3931.0
2020-10-07	4463.0
2020-10-08	3742.0
2020-10-09	4786.0
2020-10-12	4491.0
2020-10-13	3034.0
2020-10-14	4273.0
2020-10-15	2185.0
2020-10-16	4299.0
2020-10-19	4196.0
2020-10-20	4630.0
2020-10-21	4661.0
2020-10-22	6085.0
2020-10-23	5350.0
2020-10-26	5275.0
2020-10-27	4725.0
2020-10-28	4816.0
2020-10-29	5045.0
2020-10-30	7179.0
2020-11-02	4799.0
2020-11-03	3111.0
2020-11-04	4057.0
2020-11-05	4087.0
2020-11-06	4462.0
2020-11-09	5283.0
2020-11-10	5247.0
2020-11-11	5605.0
2020-11-12	4907.0
2020-11-13	5119.0
2020-11-16	3978.0
2020-11-17	4332.0
2020-11-18	3190.0
2020-11-19	1271.0
2020-11-20	3748.0
2020-11-23	6918.0
2020-11-24	3131.0
2020-11-25	5995.0
2020-11-26	4438.0
2020-11-27	3832.0
2020-11-30	5399.0
2020-12-01	4887.0
2020-12-02	4066.0
2020-12-03	3350.0
2020-12-04	4645.0
2020-12-07	3680.0
2020-12-08	3061.0
2020-12-09	4084.0
2020-12-10	3935.0
2020-12-11	3997.0
2020-12-14	3883.0
2020-12-15	4662.0
2020-12-16	4307.0
2020-12-17	1636.0
2020-12-18	4707.0
2020-12-21	4096.0
2020-12-22	4092.0
2020-12-23	3474.0
2020-12-24	4015.0
2020-12-25	5836.0
2020-12-28	3357.0
2020-12-29	2840.0
2020-12-30	2891.0
2020-12-31	4151.0
2021-01-04	5038.0
2021-01-05	2832.0
2021-01-06	4201.0
2021-01-07	4612.0
2021-01-08	9083.0
2021-01-11	3660.0
2021-01-12	2659.0
2021-01-13	3786.0
2021-01-14	2551.0
2021-01-15	3714.0
2021-01-18	3843.0
2021-01-19	3859.0
2021-01-20	4286.0
2021-01-21	993.0
2021-01-22	3302.0
2021-01-25	3453.0
2021-01-26	3218.0
2021-01-27	3665.0
2021-01-28	28.0
2021-01-29	5239.0
2021-02-01	4197.0
2021-02-02	3760.0
2021-02-03	4799.0
2021-02-04	3374.0
2021-02-05	4638.0
2021-02-08	4167.0
2021-02-09	4408.0
2021-02-17	3894.0
2021-02-18	775.0
2021-02-19	3745.0
2021-02-22	3915.0
2021-02-23	4153.0
2021-02-24	3535.0
2021-02-25	8514.0
2021-02-26	4812.0
2021-03-01	4766.0
2021-03-02	2563.0
2021-03-03	2793.0
2021-03-04	3526.0
2021-03-05	4290.0
2021-03-08	4237.0
2021-03-09	4355.0
2021-03-10	4428.0
2021-03-11	3524.0
2021-03-12	3994.0
2021-03-15	2772.0
2021-03-16	3723.0
2021-03-17	3733.0
2021-03-18	1365.0
2021-03-19	3420.0
2021-03-22	5289.0
2021-03-23	4079.0
2021-03-24	3404.0
2021-03-25	4590.0
2021-03-26	5337.0
2021-03-29	4517.0
2021-03-30	3398.0
2021-03-31	3607.0
2021-04-01	3364.0
2021-04-02	3329.0
2021-04-05	4190.0
2021-04-06	2724.0
2021-04-07	2760.0
2021-04-08	2384.0
2021-04-09	2852.0
2021-04-12	3534.0
2021-04-13	3087.0
2021-04-14	3126.0
2021-04-15	832.0
2021-04-16	4873.0
2021-04-19	4265.0
2021-04-20	3415.0
2021-04-22	5286.0
2021-04-23	3609.0
2021-04-26	4811.0
2021-04-27	3964.0
2021-04-28	5887.0
2021-04-29	5233.0
2021-05-04	3434.0
2021-05-05	4161.0
2021-05-06	4142.0
2021-05-07	4379.0
2021-05-10	4540.0
2021-05-11	3814.0
2021-05-12	4321.0
2021-05-13	4001.0
2021-05-14	4364.0
2021-05-17	3927.0
2021-05-18	5071.0
2021-05-19	3612.0
2021-05-20	1721.0
2021-05-21	2879.0
2021-05-24	3289.0
2021-05-25	3046.0
2021-05-26	3721.0
2021-05-27	4053.0
2021-05-28	3832.0
2021-05-31	3134.0
2021-06-01	4031.0
2021-06-02	2888.0
2021-06-03	4518.0
2021-06-04	4175.0
2021-06-07	4205.0
2021-06-08	5421.0
2021-06-09	5620.0
2021-06-10	4084.0
2021-06-11	6100.0
2021-06-14	4115.0
2021-06-15	4022.0
2021-06-16	4134.0
2021-06-17	3393.0
2021-06-18	5572.0
2021-06-21	5257.0
2021-06-22	5999.0
2021-06-23	5012.0
2021-06-24	5334.0
2021-06-25	5768.0
2021-06-28	4750.0
2021-06-29	4738.0
2021-06-30	4545.0
2021-07-01	6670.0
2021-07-02	4390.0
2021-07-05	6003.0
2021-07-06	6989.0
2021-07-07	5789.0
2021-07-08	5411.0
2021-07-09	7107.0
2021-07-12	5017.0
2021-07-13	5066.0
2021-07-14	5531.0
2021-07-15	2774.0
2021-07-16	5016.0
2021-07-19	4536.0
2021-07-20	5974.0
2021-07-21	5875.0
2021-07-22	5179.0
2021-07-23	7213.0
2021-07-26	4415.0
2021-07-27	5293.0
2021-07-28	4590.0
2021-07-29	7192.0
2021-07-30	6631.0
2021-08-02	4663.0
2021-08-03	6601.0
2021-08-04	4831.0
2021-08-05	5363.0
2021-08-06	5732.0
2021-08-09	4344.0
2021-08-10	3730.0
2021-08-11	5882.0
2021-08-12	5313.0
2021-08-13	7032.0
2021-08-16	4571.0
2021-08-17	4252.0
2021-08-18	3873.0
2021-08-19	2680.0
2021-08-20	5567.0
2021-08-23	6142.0
2021-08-24	5767.0
2021-08-25	5907.0
2021-08-26	5017.0
2021-08-27	6018.0
2021-08-30	5876.0
2021-08-31	6757.0
2021-09-01	7702.0
2021-09-06	6745.0
2021-09-07	8031.0
2021-09-08	6811.0
2021-09-09	7682.0
2021-09-10	7916.0
2021-09-13	6015.0
2021-09-14	4954.0
2021-09-15	3517.0
2021-09-16	2658.0
2021-09-17	4166.0
2021-09-20	4750.0
2021-09-21	4314.0
2021-09-22	4209.0
2021-09-23	4145.0
2021-09-24	5158.0
2021-09-27	5838.0
2021-09-28	5925.0
2021-09-29	4073.0
2021-09-30	3988.0
2021-10-01	4649.0
2021-10-04	3934.0
2021-10-05	3827.0
2021-10-06	4184.0
2021-10-07	3601.0
2021-10-08	5034.0
2021-10-11	4683.0
2021-10-12	5240.0
2021-10-13	4544.0
2021-10-14	3712.0
2021-10-15	3947.0
2021-10-18	3189.0
2021-10-19	3786.0
2021-10-20	6990.0
2021-10-21	3683.0
2021-10-22	4937.0
2021-10-25	4868.0
2021-10-26	4639.0
2021-10-27	3732.0
2021-10-28	3584.0
2021-10-29	4448.0
2021-11-01	4237.0
2021-11-02	2030.0
2021-11-03	3134.0
2021-11-04	3056.0
2021-11-05	4629.0
2021-11-08	3091.0
2021-11-09	3195.0
2021-11-10	2730.0
2021-11-11	3513.0
2021-11-12	5072.0
2021-11-15	3738.0
2021-11-16	3123.0
2021-11-17	3933.0
2021-11-18	1846.0
2021-11-19	3505.0
2021-11-22	2950.0
2021-11-23	3473.0
2021-11-24	3528.0
2021-11-25	2574.0
